,cause,effect,start,end,duration
1610,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,3896,3897,2
1611,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3898,3898,1
1612,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3899,3908,10
1613,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3909,3919,11
1614,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_3,3920,3920,1
1615,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3921,3923,3
1616,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3924,3926,3
1617,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,3927,3927,1
1618,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_3,3928,3929,2
1619,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3930,3939,10
1620,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,3940,3940,1
1621,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3941,3949,9
1622,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,3950,3955,6
1623,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,3956,3960,5
1624,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,3961,3964,4
1625,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,3965,3965,1
1626,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,3966,3967,2
1627,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_1,3968,3968,1
1628,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,3969,3970,2
1629,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,3971,3971,1
1630,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,3972,3975,4
1631,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3976,3977,2
1632,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3978,3987,10
1633,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_1,3988,3988,1
1634,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3989,3991,3
1635,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_0,3992,3992,1
1636,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,3993,3993,1
1637,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,3994,3994,1
1638,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,3995,3996,2
1639,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3997,3997,1
1640,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,3998,3998,1
1641,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,3999,4001,3
1642,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4002,4005,4
1643,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4006,4007,2
1644,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4008,4008,1
1645,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4009,4010,2
1646,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4011,4011,1
1647,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4012,4013,2
1648,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_2,4014,4014,1
1649,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_1,4015,4015,1
1650,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,4016,4016,1
1651,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4017,4018,2
1652,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4019,4020,2
1653,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4021,4027,7
1654,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,4028,4028,1
1655,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4029,4030,2
1656,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_3,4031,4031,1
1657,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4032,4032,1
1658,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_1,4033,4033,1
1659,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4034,4034,1
1660,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_1,4035,4035,1
1661,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4036,4037,2
1662,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4038,4038,1
1663,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4039,4039,1
1664,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,4040,4040,1
1665,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4041,4043,3
1666,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4044,4047,4
1667,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4048,4056,9
1668,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,4057,4058,2
1669,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4059,4059,1
1670,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4060,4060,1
1671,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4061,4062,2
1672,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4063,4065,3
1673,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,4066,4067,2
1674,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4068,4068,1
1675,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,4069,4069,1
1676,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4070,4071,2
1677,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4072,4072,1
1678,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4073,4076,4
1679,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4077,4081,5
1680,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4082,4089,8
1681,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4090,4091,2
1682,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4092,4092,1
1683,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4093,4097,5
1684,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4098,4098,1
1685,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4099,4099,1
1686,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4100,4100,1
1687,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_1,4101,4101,1
1688,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_2,4102,4102,1
1689,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_1,4103,4103,1
1690,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_2,4104,4104,1
1691,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_0,4105,4105,1
1692,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4106,4106,1
1693,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4107,4107,1
1694,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4108,4114,7
1695,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4115,4116,2
1696,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4117,4120,4
1697,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4121,4121,1
1698,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4122,4122,1
1699,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,4123,4123,1
1700,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4124,4124,1
1701,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_1,4125,4126,2
1702,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,4127,4127,1
1703,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4128,4128,1
1704,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4129,4129,1
1705,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4130,4138,9
1706,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4139,4139,1
1707,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4140,4140,1
1708,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4141,4141,1
1709,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4142,4142,1
1710,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4143,4143,1
1711,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4144,4144,1
1712,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4145,4145,1
1713,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4146,4147,2
1714,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,4148,4148,1
1715,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4149,4152,4
1716,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,4153,4153,1
1717,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4154,4154,1
1718,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,4155,4155,1
1719,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_2,4156,4156,1
1720,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4157,4157,1
1721,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4158,4158,1
1722,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4159,4161,3
1723,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4162,4162,1
1724,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4163,4164,2
1725,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4165,4165,1
1726,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4166,4166,1
1727,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4167,4167,1
1728,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4168,4168,1
1729,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4169,4171,3
1730,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4172,4172,1
1731,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,4173,4173,1
1732,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4174,4194,21
1733,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,4195,4195,1
1734,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4196,4204,9
1735,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4205,4206,2
1736,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4207,4207,1
1737,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4208,4208,1
1738,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4209,4209,1
1739,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4210,4210,1
1740,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4211,4211,1
1741,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4212,4216,5
1742,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4217,4217,1
1743,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4218,4219,2
1744,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4220,4220,1
1745,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4221,4221,1
1746,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_3,4222,4222,1
1747,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4223,4223,1
1748,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4224,4224,1
1749,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4225,4228,4
1750,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,4229,4230,2
1751,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4231,4231,1
1752,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4232,4234,3
1753,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,4235,4235,1
1754,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4236,4241,6
1755,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4242,4242,1
1756,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4243,4244,2
1757,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4245,4245,1
1758,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4246,4246,1
1759,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4247,4249,3
1760,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4250,4250,1
1761,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4251,4251,1
1762,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4252,4253,2
1763,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4254,4255,2
1764,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4256,4257,2
1765,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4258,4259,2
1766,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4260,4261,2
1767,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4262,4262,1
1768,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4263,4263,1
1769,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4264,4266,3
1770,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4267,4268,2
1771,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4269,4269,1
1772,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,4270,4270,1
1773,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4271,4272,2
1774,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,4273,4273,1
1775,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4274,4277,4
1776,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4278,4279,2
1777,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4280,4281,2
1778,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,4282,4282,1
1779,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4283,4285,3
1780,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,4286,4288,3
1781,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4289,4294,6
1782,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4295,4297,3
1783,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4298,4301,4
1784,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4302,4305,4
1785,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4306,4311,6
1786,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4312,4313,2
1787,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4314,4314,1
1788,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4315,4316,2
1789,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4317,4318,2
1790,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4319,4323,5
1791,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_0,4324,4324,1
1792,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_1,4325,4326,2
1793,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_0,4327,4327,1
1794,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4328,4333,6
1795,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4334,4335,2
1796,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4336,4338,3
1797,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4339,4340,2
1798,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4341,4343,3
1799,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_3,4344,4344,1
1800,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4345,4347,3
1801,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,4348,4348,1
1802,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4349,4350,2
1803,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,4351,4351,1
1804,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4352,4353,2
1805,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,4354,4354,1
1806,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4355,4356,2
1807,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,4357,4357,1
1808,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4358,4358,1
1809,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,4359,4359,1
1810,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4360,4360,1
1811,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_0,4361,4361,1
1812,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4362,4387,26
1813,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,4388,4389,2
1814,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,4390,4390,1
1815,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,4391,4391,1
1816,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,4392,4392,1
1817,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4393,4394,2
1818,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4395,4395,1
1819,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,4396,4396,1
1820,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4397,4397,1
1821,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4398,4398,1
1822,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,4399,4399,1
1823,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4400,4411,12
1824,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,4412,4413,2
1825,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4414,4415,2
1826,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4416,4417,2
1827,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,4418,4419,2
1828,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_2,4420,4420,1
1829,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4421,4421,1
1830,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,4422,4424,3
1831,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4425,4426,2
1832,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,4427,4431,5
1833,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4432,4432,1
1834,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,4433,4433,1
1835,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4434,4436,3
1836,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_3,4437,4437,1
1837,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4438,4438,1
1838,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4439,4439,1
1839,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4440,4440,1
1840,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,4441,4442,2
1841,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4443,4443,1
1842,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4444,4444,1
1843,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4445,4445,1
1844,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4446,4446,1
1845,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_1,4447,4448,2
1846,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_0,4449,4449,1
1847,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4450,4450,1
1848,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,4451,4456,6
1849,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4457,4462,6
1850,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_0",PM10_2,4463,4463,1
1851,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4464,4464,1
1852,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4465,4465,1
1853,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4466,4469,4
1854,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_3,4470,4471,2
1855,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM10_2,4472,4473,2
1856,"TEMP_2, PRES_1, DEWP_2, RAIN_0, WSPM_1",PM10_2,4474,4474,1
1857,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4475,4476,2
1858,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4477,4486,10
1859,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,4487,4491,5
1860,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_2,4492,4492,1
1861,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4493,4493,1
1862,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4494,4495,2
1863,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4496,4496,1
1864,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4497,4497,1
1865,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4498,4498,1
1866,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4499,4499,1
1867,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_1,4500,4500,1
1868,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4501,4502,2
1869,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,4503,4505,3
1870,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,4506,4507,2
1871,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,4508,4509,2
1872,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_2,4510,4510,1
1873,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_0,4511,4515,5
1874,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4516,4516,1
1875,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,4517,4518,2
1876,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,4519,4524,6
1877,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,4525,4526,2
