cause,effect,start,end,duration
b_0,r_1,18584,18610,27
v_0,c_1,18611,18614,4
v_0,e_1,18615,18615,1
v_0,c_1,18616,18627,12
v_0,e_1,18628,18628,1
v_0,c_1,18629,18633,5
v_0,e_1,18634,18634,1
v_0,c_1,18635,18639,5
l_0,t_1,18640,18650,11
l_0,o_1,18651,18651,1
l_0,t_1,18652,18677,26
x_0,f_1,18678,18679,2
x_0,s_1,18680,18680,1
x_0,f_1,18681,18691,11
x_0,s_1,18692,18692,1
x_0,f_1,18693,18709,17
e_0,w_1,18710,18711,2
e_0,q_1,18712,18712,1
e_0,w_1,18713,18744,32
d_0,b_1,18745,18763,19
d_0,i_1,18764,18765,2
d_0,b_1,18766,18766,1
i_0,z_1,18767,18775,9
i_0,d_1,18776,18776,1
i_0,z_1,18777,18783,7
i_0,d_1,18784,18784,1
i_0,z_1,18785,18786,2
i_0,d_1,18787,18787,1
i_0,z_1,18788,18792,5
d_0,e_1,18793,18827,35
d_0,i_1,18828,18829,2
c_0,x_1,18830,18838,9
c_0,a_1,18839,18839,1
c_0,x_1,18840,18845,6
c_0,a_1,18846,18846,1
c_0,x_1,18847,18852,6
c_0,a_1,18853,18853,1
c_0,x_1,18854,18861,8
n_0,o_1,18862,18864,3
n_0,p_1,18865,18865,1
n_0,o_1,18866,18892,27
n_0,p_1,18893,18893,1
f_0,h_1,18894,18894,1
f_0,y_1,18895,18900,6
f_0,h_1,18901,18901,1
f_0,y_1,18902,18920,19
f_0,h_1,18921,18921,1
f_0,y_1,18922,18924,3
g_0,x_1,18925,18926,2
g_0,j_1,18927,18927,1
g_0,x_1,18928,18935,8
g_0,j_1,18936,18936,1
g_0,x_1,18937,18941,5
g_0,j_1,18942,18942,1
g_0,x_1,18943,18949,7
f_0,m_1,18950,18952,3
f_0,h_1,18953,18953,1
f_0,m_1,18954,18976,23
f_0,h_1,18977,18977,1
f_0,m_1,18978,18978,1
l_0,g_1,18979,18983,5
l_0,o_1,18984,18984,1
l_0,g_1,18985,19004,20
l_0,o_1,19005,19005,1
l_0,g_1,19006,19009,4
k_0,r_1,19010,19017,8
k_0,w_1,19018,19019,2
k_0,r_1,19020,19029,10
k_0,w_1,19030,19030,1
k_0,r_1,19031,19039,9
p_0,h_1,19040,19055,16
p_0,n_1,19056,19056,1
p_0,h_1,19057,19070,14
o_0,d_1,19071,19073,3
o_0,c_1,19074,19075,2
o_0,d_1,19076,19084,9
o_0,c_1,19085,19085,1
o_0,d_1,19086,19099,14
o_0,c_1,19100,19100,1
o_0,d_1,19101,19107,7
e_0,j_1,19108,19108,1
e_0,q_1,19109,19109,1
e_0,j_1,19110,19126,17
e_0,q_1,19127,19127,1
e_0,j_1,19128,19138,11
w_0,u_1,19139,19141,3
w_0,b_1,19142,19142,1
w_0,u_1,19143,19149,7
w_0,b_1,19150,19150,1
w_0,u_1,19151,19152,2
w_0,b_1,19153,19153,1
w_0,u_1,19154,19166,13
o_0,k_1,19167,19173,7
o_0,c_1,19174,19174,1
o_0,k_1,19175,19195,21
j_0,g_1,19196,19217,22
z_0,t_1,19218,19228,11
z_0,y_1,19229,19229,1
z_0,t_1,19230,19241,12
z_0,y_1,19242,19242,1
z_0,t_1,19243,19249,7
c_0,p_1,19250,19254,5
c_0,a_1,19255,19255,1
c_0,p_1,19256,19269,14
c_0,a_1,19270,19270,1
c_0,p_1,19271,19279,9
c_0,a_1,19280,19280,1
c_0,p_1,19281,19284,4
e_0,p_1,19285,19309,25
e_0,q_1,19310,19310,1
e_0,p_1,19311,19316,6
t_0,c_1,19317,19327,11
t_0,x_1,19328,19328,1
t_0,c_1,19329,19342,14
t_0,x_1,19343,19343,1
t_0,c_1,19344,19347,4
c_0,g_1,19348,19349,2
c_0,a_1,19350,19350,1
c_0,g_1,19351,19371,21
c_0,a_1,19372,19372,1
c_0,g_1,19373,19374,2
j_0,j_1,19375,19387,13
j_0,g_1,19388,19388,1
j_0,j_1,19389,19409,21
j_0,g_1,19410,19411,2
s_0,m_1,19412,19412,1
s_0,z_1,19413,19414,2
s_0,m_1,19415,19433,19
s_0,z_1,19434,19434,1
s_0,m_1,19435,19437,3
b_0,b_1,19438,19448,11
b_0,r_1,19449,19449,1
b_0,b_1,19450,19471,22
b_0,r_1,19472,19472,1
b_0,b_1,19473,19473,1
j_0,m_1,19474,19487,14
j_0,g_1,19488,19488,1
j_0,m_1,19489,19489,1
j_0,g_1,19490,19490,1
j_0,m_1,19491,19493,3
j_0,g_1,19494,19494,1
j_0,m_1,19495,19503,9
t_0,v_1,19504,19523,20
t_0,x_1,19524,19525,2
t_0,v_1,19526,19529,4
w_0,q_1,19530,19532,3
w_0,b_1,19533,19533,1
w_0,q_1,19534,19538,5
w_0,b_1,19539,19539,1
w_0,q_1,19540,19555,16
w_0,b_1,19556,19556,1
w_0,q_1,19557,19560,4
x_0,s_1,19561,19561,1
x_0,x_1,19562,19575,14
x_0,s_1,19576,19576,1
x_0,x_1,19577,19585,9
x_0,s_1,19586,19586,1
x_0,x_1,19587,19588,2
p_0,d_1,19589,19604,16
p_0,n_1,19605,19605,1
p_0,d_1,19606,19610,5
p_0,n_1,19611,19611,1
p_0,d_1,19612,19615,4
p_0,n_1,19616,19616,1
y_0,z_1,19617,19624,8
y_0,k_1,19625,19625,1
y_0,z_1,19626,19632,7
y_0,k_1,19633,19633,1
y_0,z_1,19634,19651,18
p_0,x_1,19652,19656,5
p_0,n_1,19657,19658,2
p_0,x_1,19659,19666,8
p_0,n_1,19667,19667,1
p_0,x_1,19668,19670,3
p_0,n_1,19671,19671,1
p_0,x_1,19672,19687,16
j_0,s_1,19688,19701,14
j_0,g_1,19702,19702,1
j_0,s_1,19703,19716,14
j_0,g_1,19717,19717,1
j_0,s_1,19718,19718,1
u_0,r_1,19719,19744,26
u_0,u_1,19745,19745,1
u_0,r_1,19746,19758,13
m_0,k_1,19759,19760,2
m_0,v_1,19761,19761,1
m_0,k_1,19762,19786,25
m_0,v_1,19787,19787,1
m_0,k_1,19788,19794,7
n_0,o_1,19795,19808,14
n_0,p_1,19809,19809,1
n_0,o_1,19810,19815,6
s_0,j_1,19816,19820,5
s_0,z_1,19821,19821,1
s_0,j_1,19822,19844,23
s_0,z_1,19845,19845,1
s_0,j_1,19846,19853,8
i_0,d_1,19854,19854,1
i_0,v_1,19855,19859,5
i_0,d_1,19860,19860,1
i_0,v_1,19861,19862,2
i_0,d_1,19863,19863,1
i_0,v_1,19864,19871,8
i_0,d_1,19872,19872,1
i_0,v_1,19873,19890,18
r_0,z_1,19891,19891,1
r_0,t_1,19892,19892,1
r_0,z_1,19893,19925,33
v_0,z_1,19926,19935,10
v_0,e_1,19936,19936,1
v_0,z_1,19937,19945,9
o_0,e_1,19946,19947,2
o_0,c_1,19948,19948,1
o_0,e_1,19949,19958,10
o_0,c_1,19959,19959,1
o_0,e_1,19960,19967,8
j_0,p_1,19968,19972,5
j_0,g_1,19973,19973,1
j_0,p_1,19974,19977,4
j_0,g_1,19978,19979,2
j_0,p_1,19980,20002,23
t_0,y_1,20003,20004,2
t_0,x_1,20005,20005,1
t_0,y_1,20006,20015,10
t_0,x_1,20016,20016,1
t_0,y_1,20017,20024,8
t_0,x_1,20025,20025,1
t_0,y_1,20026,20030,5
o_0,a_1,20031,20047,17
o_0,c_1,20048,20048,1
o_0,a_1,20049,20052,4
o_0,c_1,20053,20053,1
o_0,a_1,20054,20054,1
a_0,w_1,20055,20070,16
a_0,m_1,20071,20071,1
a_0,w_1,20072,20073,2
a_0,m_1,20074,20074,1
a_0,w_1,20075,20076,2
w_0,y_1,20077,20083,7
w_0,b_1,20084,20084,1
w_0,y_1,20085,20088,4
w_0,b_1,20089,20089,1
w_0,y_1,20090,20098,9
p_0,b_1,20099,20114,16
p_0,n_1,20115,20115,1
p_0,b_1,20116,20117,2
p_0,n_1,20118,20118,1
r_0,v_1,20119,20125,7
r_0,t_1,20126,20126,1
r_0,v_1,20127,20129,3
r_0,t_1,20130,20130,1
r_0,v_1,20131,20135,5
r_0,t_1,20136,20136,1
r_0,v_1,20137,20148,12
q_0,x_1,20149,20149,1
q_0,l_1,20150,20150,1
q_0,x_1,20151,20156,6
q_0,l_1,20157,20158,2
q_0,x_1,20159,20176,18
g_0,h_1,20177,20193,17
g_0,j_1,20194,20194,1
g_0,h_1,20195,20196,2
m_0,g_1,20197,20202,6
m_0,v_1,20203,20203,1
m_0,g_1,20204,20204,1
m_0,v_1,20205,20205,1
m_0,g_1,20206,20222,17
k_0,j_1,20223,20237,15
k_0,w_1,20238,20238,1
k_0,j_1,20239,20241,3
k_0,w_1,20242,20242,1
k_0,j_1,20243,20250,8
m_0,m_1,20251,20268,18
m_0,v_1,20269,20269,1
m_0,m_1,20270,20276,7
m_0,v_1,20277,20277,1
m_0,m_1,20278,20284,7
w_0,h_1,20285,20292,8
w_0,b_1,20293,20293,1
w_0,h_1,20294,20300,7
w_0,b_1,20301,20301,1
w_0,h_1,20302,20305,4
s_0,j_1,20306,20336,31
s_0,z_1,20337,20337,1
s_0,j_1,20338,20343,6
t_0,i_1,20344,20348,5
t_0,x_1,20349,20349,1
t_0,i_1,20350,20351,2
t_0,x_1,20352,20352,1
t_0,i_1,20353,20356,4
t_0,x_1,20357,20357,1
t_0,i_1,20358,20372,15
r_0,z_1,20373,20391,19
r_0,t_1,20392,20392,1
r_0,z_1,20393,20398,6
r_0,t_1,20399,20399,1
r_0,z_1,20400,20411,12
a_0,s_1,20412,20414,3
a_0,m_1,20415,20415,1
a_0,s_1,20416,20425,10
a_0,m_1,20426,20426,1
a_0,s_1,20427,20438,12
a_0,m_1,20439,20439,1
a_0,s_1,20440,20443,4
v_0,d_1,20444,20465,22
v_0,e_1,20466,20466,1
v_0,d_1,20467,20468,2
r_0,i_1,20469,20480,12
r_0,t_1,20481,20481,1
r_0,i_1,20482,20504,23
n_0,f_1,20505,20505,1
n_0,p_1,20506,20507,2
n_0,f_1,20508,20543,36
w_0,j_1,20544,20549,6
w_0,b_1,20550,20550,1
w_0,j_1,20551,20552,2
w_0,b_1,20553,20553,1
w_0,j_1,20554,20557,4
w_0,b_1,20558,20558,1
w_0,j_1,20559,20582,24
a_0,v_1,20583,20590,8
a_0,m_1,20591,20591,1
a_0,v_1,20592,20603,12
c_0,r_1,20604,20627,24
c_0,a_1,20628,20628,1
c_0,r_1,20629,20633,5
c_0,a_1,20634,20634,1
c_0,r_1,20635,20636,2
c_0,a_1,20637,20637,1
c_0,r_1,20638,20641,4
w_0,t_1,20642,20659,18
w_0,b_1,20660,20661,2
w_0,t_1,20662,20669,8
t_0,v_1,20670,20679,10
t_0,x_1,20680,20680,1
t_0,v_1,20681,20692,12
t_0,x_1,20693,20693,1
t_0,v_1,20694,20706,13
m_0,l_1,20707,20708,2
m_0,v_1,20709,20709,1
m_0,l_1,20710,20710,1
m_0,v_1,20711,20711,1
m_0,l_1,20712,20719,8
m_0,v_1,20720,20720,1
m_0,l_1,20721,20731,11
m_0,v_1,20732,20732,1
m_0,l_1,20733,20745,13
n_0,h_1,20746,20752,7
n_0,p_1,20753,20753,1
n_0,h_1,20754,20758,5
n_0,p_1,20759,20759,1
n_0,h_1,20760,20763,4
n_0,p_1,20764,20764,1
n_0,h_1,20765,20766,2
u_0,w_1,20767,20789,23
u_0,u_1,20790,20791,2
z_0,f_1,20792,20794,3
z_0,y_1,20795,20795,1
z_0,f_1,20796,20801,6
z_0,y_1,20802,20802,1
z_0,f_1,20803,20819,17
z_0,y_1,20820,20820,1
c_0,v_1,20821,20840,20
c_0,a_1,20841,20841,1
c_0,v_1,20842,20842,1
e_0,q_1,20843,20843,1
e_0,g_1,20844,20844,1
e_0,q_1,20845,20845,1
e_0,g_1,20846,20846,1
e_0,q_1,20847,20847,1
e_0,g_1,20848,20875,28
d_0,l_1,20876,20895,20
d_0,i_1,20896,20896,1
d_0,l_1,20897,20899,3
d_0,i_1,20900,20900,1
d_0,l_1,20901,20912,12
s_0,c_1,20913,20921,9
s_0,z_1,20922,20922,1
s_0,c_1,20923,20933,11
s_0,z_1,20934,20934,1
u_0,d_1,20935,20953,19
u_0,u_1,20954,20954,1
u_0,d_1,20955,20960,6
u_0,u_1,20961,20962,2
g_0,j_1,20963,20996,34
o_0,o_1,20997,21002,6
o_0,c_1,21003,21003,1
o_0,o_1,21004,21021,18
b_0,r_1,21022,21057,36
u_0,y_1,21058,21073,16
u_0,u_1,21074,21075,2
u_0,y_1,21076,21078,3
u_0,u_1,21079,21079,1
u_0,y_1,21080,21088,9
u_0,u_1,21089,21089,1
u_0,y_1,21090,21090,1
n_0,m_1,21091,21091,1
n_0,p_1,21092,21092,1
n_0,m_1,21093,21114,22
n_0,p_1,21115,21115,1
n_0,m_1,21116,21116,1
n_0,p_1,21117,21117,1
n_0,m_1,21118,21125,8
t_0,i_1,21126,21151,26
t_0,x_1,21152,21152,1
t_0,i_1,21153,21157,5
t_0,x_1,21158,21158,1
t_0,i_1,21159,21159,1
i_0,n_1,21160,21177,18
i_0,d_1,21178,21178,1
i_0,n_1,21179,21181,3
q_0,s_1,21182,21197,16
q_0,l_1,21198,21198,1
q_0,s_1,21199,21200,2
q_0,l_1,21201,21201,1
q_0,s_1,21202,21212,11
b_0,r_1,21213,21242,30
h_0,r_1,21243,21243,1
h_0,f_1,21244,21244,1
h_0,r_1,21245,21260,16
h_0,f_1,21261,21261,1
h_0,r_1,21262,21279,18
w_0,v_1,21280,21287,8
w_0,b_1,21288,21288,1
w_0,v_1,21289,21300,12
w_0,b_1,21301,21301,1
w_0,v_1,21302,21304,3
e_0,x_1,21305,21341,37
e_0,q_1,21342,21342,1
i_0,p_1,21343,21357,15
i_0,d_1,21358,21358,1
i_0,p_1,21359,21377,19
p_0,t_1,21378,21389,12
p_0,n_1,21390,21390,1
p_0,t_1,21391,21399,9
y_0,y_1,21400,21413,14
y_0,k_1,21414,21414,1
y_0,y_1,21415,21423,9
r_0,m_1,21424,21425,2
r_0,t_1,21426,21426,1
r_0,m_1,21427,21438,12
r_0,t_1,21439,21439,1
r_0,m_1,21440,21449,10
r_0,t_1,21450,21450,1
r_0,m_1,21451,21462,12
r_0,t_1,21463,21463,1
i_0,a_1,21464,21480,17
i_0,d_1,21481,21482,2
i_0,a_1,21483,21498,16
u_0,q_1,21499,21500,2
u_0,u_1,21501,21501,1
u_0,q_1,21502,21523,22
w_0,u_1,21524,21535,12
w_0,b_1,21536,21536,1
w_0,u_1,21537,21550,14
l_0,n_1,21551,21551,1
l_0,o_1,21552,21552,1
l_0,n_1,21553,21553,1
l_0,o_1,21554,21554,1
l_0,n_1,21555,21568,14
l_0,o_1,21569,21569,1
l_0,n_1,21570,21573,4
l_0,o_1,21574,21574,1
l_0,n_1,21575,21585,11
b_0,c_1,21586,21601,16
b_0,r_1,21602,21602,1
b_0,c_1,21603,21614,12
m_0,j_1,21615,21618,4
m_0,v_1,21619,21619,1
m_0,j_1,21620,21642,23
a_0,a_1,21643,21643,1
a_0,m_1,21644,21644,1
a_0,a_1,21645,21651,7
a_0,m_1,21652,21652,1
a_0,a_1,21653,21659,7
a_0,m_1,21660,21660,1
a_0,a_1,21661,21671,11
f_0,h_1,21672,21672,1
f_0,j_1,21673,21679,7
f_0,h_1,21680,21680,1
f_0,j_1,21681,21698,18
s_0,z_1,21699,21722,24
j_0,l_1,21723,21728,6
j_0,g_1,21729,21729,1
j_0,l_1,21730,21736,7
j_0,g_1,21737,21737,1
j_0,l_1,21738,21750,13
j_0,g_1,21751,21751,1
j_0,l_1,21752,21753,2
m_0,q_1,21754,21782,29
m_0,v_1,21783,21783,1
m_0,q_1,21784,21785,2
m_0,v_1,21786,21786,1
m_0,q_1,21787,21789,3
e_0,k_1,21790,21797,8
e_0,q_1,21798,21798,1
e_0,k_1,21799,21803,5
e_0,q_1,21804,21804,1
e_0,k_1,21805,21811,7
t_0,d_1,21812,21815,4
t_0,x_1,21816,21816,1
t_0,d_1,21817,21819,3
t_0,x_1,21820,21820,1
t_0,d_1,21821,21827,7
t_0,x_1,21828,21828,1
t_0,d_1,21829,21841,13
c_0,p_1,21842,21857,16
c_0,a_1,21858,21858,1
c_0,p_1,21859,21863,5
c_0,a_1,21864,21864,1
c_0,p_1,21865,21876,12
v_0,e_1,21877,21910,34
u_0,q_1,21911,21911,1
u_0,u_1,21912,21912,1
u_0,q_1,21913,21920,8
u_0,u_1,21921,21921,1
u_0,q_1,21922,21932,11
c_0,r_1,21933,21964,32
c_0,a_1,21965,21965,1
c_0,r_1,21966,21971,6
v_0,h_1,21972,21983,12
v_0,e_1,21984,21984,1
v_0,h_1,21985,21988,4
v_0,e_1,21989,21989,1
v_0,h_1,21990,21991,2
g_0,q_1,21992,21995,4
g_0,j_1,21996,21996,1
g_0,q_1,21997,22004,8
g_0,j_1,22005,22006,2
g_0,q_1,22007,22016,10
g_0,j_1,22017,22017,1
g_0,q_1,22018,22029,12
r_0,f_1,22030,22033,4
r_0,t_1,22034,22034,1
r_0,f_1,22035,22052,18
r_0,t_1,22053,22053,1
e_0,w_1,22054,22086,33
e_0,q_1,22087,22087,1
s_0,a_1,22088,22091,4
s_0,z_1,22092,22092,1
s_0,a_1,22093,22097,5
s_0,z_1,22098,22098,1
s_0,a_1,22099,22119,21
s_0,z_1,22120,22120,1
s_0,a_1,22121,22123,3
q_0,h_1,22124,22124,1
q_0,l_1,22125,22125,1
q_0,h_1,22126,22132,7
q_0,l_1,22133,22133,1
q_0,h_1,22134,22158,25
x_0,j_1,22159,22171,13
x_0,s_1,22172,22172,1
x_0,j_1,22173,22182,10
x_0,s_1,22183,22183,1
x_0,j_1,22184,22191,8
d_0,a_1,22192,22205,14
d_0,i_1,22206,22206,1
d_0,a_1,22207,22214,8
d_0,i_1,22215,22215,1
d_0,a_1,22216,22227,12
q_0,l_1,22228,22228,1
q_0,b_1,22229,22244,16
q_0,l_1,22245,22245,1
q_0,b_1,22246,22248,3
p_0,g_1,22249,22254,6
p_0,n_1,22255,22255,1
p_0,g_1,22256,22257,2
p_0,n_1,22258,22258,1
p_0,g_1,22259,22268,10
p_0,n_1,22269,22269,1
p_0,g_1,22270,22272,3
j_0,l_1,22273,22275,3
j_0,g_1,22276,22276,1
j_0,l_1,22277,22299,23
z_0,z_1,22300,22300,1
z_0,y_1,22301,22301,1
z_0,z_1,22302,22323,22
z_0,y_1,22324,22324,1
m_0,v_1,22325,22325,1
m_0,h_1,22326,22349,24
m_0,v_1,22350,22350,1
m_0,h_1,22351,22351,1
m_0,v_1,22352,22352,1
m_0,h_1,22353,22364,12
s_0,g_1,22365,22373,9
s_0,z_1,22374,22375,2
s_0,g_1,22376,22386,11
u_0,t_1,22387,22389,3
u_0,u_1,22390,22390,1
u_0,t_1,22391,22399,9
u_0,u_1,22400,22400,1
u_0,t_1,22401,22403,3
u_0,u_1,22404,22404,1
u_0,t_1,22405,22424,20
d_0,m_1,22425,22451,27
d_0,i_1,22452,22452,1
d_0,m_1,22453,22462,10
i_0,w_1,22463,22472,10
i_0,d_1,22473,22473,1
i_0,w_1,22474,22478,5
i_0,d_1,22479,22479,1
i_0,w_1,22480,22482,3
t_0,x_1,22483,22484,2
t_0,m_1,22485,22489,5
t_0,x_1,22490,22490,1
t_0,m_1,22491,22509,19
a_0,v_1,22510,22528,19
a_0,m_1,22529,22529,1
a_0,v_1,22530,22539,10
a_0,m_1,22540,22541,2
a_0,v_1,22542,22542,1
i_0,z_1,22543,22556,14
i_0,d_1,22557,22557,1
i_0,z_1,22558,22567,10
i_0,d_1,22568,22568,1
y_0,g_1,22569,22577,9
y_0,k_1,22578,22578,1
y_0,g_1,22579,22582,4
y_0,k_1,22583,22583,1
y_0,g_1,22584,22599,16
o_0,s_1,22600,22607,8
o_0,c_1,22608,22608,1
o_0,s_1,22609,22623,15
w_0,d_1,22624,22624,1
w_0,b_1,22625,22625,1
w_0,d_1,22626,22648,23
w_0,b_1,22649,22649,1
w_0,d_1,22650,22656,7
w_0,b_1,22657,22657,1
w_0,d_1,22658,22659,2
h_0,p_1,22660,22667,8
h_0,f_1,22668,22668,1
h_0,p_1,22669,22671,3
h_0,f_1,22672,22672,1
h_0,p_1,22673,22673,1
h_0,f_1,22674,22674,1
h_0,p_1,22675,22681,7
u_0,l_1,22682,22691,10
u_0,u_1,22692,22692,1
u_0,l_1,22693,22695,3
u_0,u_1,22696,22696,1
u_0,l_1,22697,22706,10
u_0,u_1,22707,22707,1
u_0,l_1,22708,22711,4
x_0,s_1,22712,22734,23
u_0,l_1,22735,22743,9
u_0,u_1,22744,22744,1
u_0,l_1,22745,22747,3
u_0,u_1,22748,22748,1
u_0,l_1,22749,22772,24
h_0,k_1,22773,22773,1
h_0,f_1,22774,22774,1
h_0,k_1,22775,22796,22
n_0,l_1,22797,22809,13
n_0,p_1,22810,22810,1
n_0,l_1,22811,22822,12
n_0,p_1,22823,22823,1
n_0,l_1,22824,22827,4
i_0,s_1,22828,22832,5
i_0,d_1,22833,22833,1
i_0,s_1,22834,22839,6
i_0,d_1,22840,22840,1
i_0,s_1,22841,22857,17
o_0,u_1,22858,22864,7
o_0,c_1,22865,22865,1
o_0,u_1,22866,22883,18
b_0,d_1,22884,22893,10
b_0,r_1,22894,22894,1
b_0,d_1,22895,22898,4
b_0,r_1,22899,22899,1
b_0,d_1,22900,22900,1
b_0,r_1,22901,22901,1
b_0,d_1,22902,22906,5
f_0,h_1,22907,22933,27
x_0,h_1,22934,22934,1
x_0,s_1,22935,22935,1
x_0,h_1,22936,22941,6
x_0,s_1,22942,22942,1
x_0,h_1,22943,22960,18
n_0,e_1,22961,22962,2
n_0,p_1,22963,22963,1
n_0,e_1,22964,22967,4
n_0,p_1,22968,22968,1
n_0,e_1,22969,22987,19
g_0,i_1,22988,22990,3
g_0,j_1,22991,22991,1
g_0,i_1,22992,23000,9
g_0,j_1,23001,23001,1
g_0,i_1,23002,23012,11
g_0,j_1,23013,23013,1
g_0,i_1,23014,23020,7
p_0,r_1,23021,23021,1
p_0,n_1,23022,23022,1
p_0,r_1,23023,23051,29
c_0,c_1,23052,23054,3
c_0,a_1,23055,23055,1
c_0,c_1,23056,23057,2
c_0,a_1,23058,23058,1
c_0,c_1,23059,23075,17
c_0,a_1,23076,23076,1
c_0,c_1,23077,23081,5
j_0,n_1,23082,23100,19
j_0,g_1,23101,23101,1
j_0,n_1,23102,23107,6
j_0,g_1,23108,23108,1
j_0,n_1,23109,23112,4
x_0,t_1,23113,23122,10
x_0,s_1,23123,23123,1
x_0,t_1,23124,23127,4
x_0,s_1,23128,23128,1
x_0,t_1,23129,23132,4
f_0,h_1,23133,23157,25
a_0,w_1,23158,23166,9
a_0,m_1,23167,23167,1
a_0,w_1,23168,23177,10
a_0,m_1,23178,23178,1
a_0,w_1,23179,23179,1
p_0,p_1,23180,23189,10
p_0,n_1,23190,23190,1
p_0,p_1,23191,23192,2
p_0,n_1,23193,23193,1
p_0,p_1,23194,23213,20
u_0,h_1,23214,23217,4
u_0,u_1,23218,23218,1
u_0,h_1,23219,23219,1
u_0,u_1,23220,23220,1
u_0,h_1,23221,23245,25
u_0,u_1,23246,23246,1
w_0,r_1,23247,23256,10
w_0,b_1,23257,23257,1
w_0,r_1,23258,23264,7
w_0,b_1,23265,23265,1
w_0,r_1,23266,23270,5
l_0,y_1,23271,23273,3
l_0,o_1,23274,23274,1
l_0,y_1,23275,23289,15
l_0,o_1,23290,23291,2
l_0,y_1,23292,23300,9
l_0,o_1,23301,23301,1
l_0,y_1,23302,23308,7
o_0,y_1,23309,23318,10
o_0,c_1,23319,23319,1
o_0,y_1,23320,23337,18
g_0,e_1,23338,23354,17
g_0,j_1,23355,23355,1
g_0,e_1,23356,23356,1
g_0,j_1,23357,23357,1
d_0,d_1,23358,23367,10
d_0,i_1,23368,23369,2
d_0,d_1,23370,23371,2
d_0,i_1,23372,23372,1
d_0,d_1,23373,23393,21
t_0,e_1,23394,23414,21
t_0,x_1,23415,23415,1
t_0,e_1,23416,23418,3
b_0,t_1,23419,23427,9
b_0,r_1,23428,23428,1
b_0,t_1,23429,23434,6
b_0,r_1,23435,23435,1
b_0,t_1,23436,23446,11
b_0,r_1,23447,23447,1
b_0,t_1,23448,23448,1
r_0,l_1,23449,23457,9
r_0,t_1,23458,23459,2
r_0,l_1,23460,23469,10
k_0,t_1,23470,23479,10
k_0,w_1,23480,23480,1
k_0,t_1,23481,23486,6
k_0,w_1,23487,23487,1
k_0,t_1,23488,23492,5
y_0,a_1,23493,23494,2
y_0,k_1,23495,23495,1
y_0,a_1,23496,23501,6
y_0,k_1,23502,23502,1
y_0,a_1,23503,23512,10
y_0,k_1,23513,23513,1
y_0,a_1,23514,23515,2
a_0,t_1,23516,23517,2
a_0,m_1,23518,23518,1
a_0,t_1,23519,23530,12
a_0,m_1,23531,23531,1
a_0,t_1,23532,23543,12
n_0,n_1,23544,23544,1
n_0,p_1,23545,23545,1
n_0,n_1,23546,23559,14
n_0,p_1,23560,23560,1
n_0,n_1,23561,23563,3
i_0,s_1,23564,23575,12
i_0,d_1,23576,23577,2
i_0,s_1,23578,23583,6
i_0,d_1,23584,23584,1
i_0,s_1,23585,23595,11
f_0,m_1,23596,23607,12
f_0,h_1,23608,23608,1
f_0,m_1,23609,23613,5
f_0,h_1,23614,23614,1
f_0,m_1,23615,23623,9
f_0,h_1,23624,23624,1
f_0,m_1,23625,23629,5
f_0,h_1,23630,23630,1
f_0,m_1,23631,23635,5
h_0,r_1,23636,23648,13
h_0,f_1,23649,23649,1
h_0,r_1,23650,23651,2
h_0,f_1,23652,23652,1
h_0,r_1,23653,23669,17
j_0,d_1,23670,23687,18
j_0,g_1,23688,23689,2
d_0,i_1,23690,23690,1
d_0,b_1,23691,23710,20
d_0,i_1,23711,23711,1
d_0,b_1,23712,23713,2
d_0,i_1,23714,23714,1
d_0,b_1,23715,23729,15
w_0,c_1,23730,23732,3
w_0,b_1,23733,23733,1
w_0,c_1,23734,23745,12
w_0,b_1,23746,23746,1
w_0,c_1,23747,23749,3
e_0,h_1,23750,23765,16
e_0,q_1,23766,23766,1
e_0,h_1,23767,23773,7
x_0,s_1,23774,23774,1
x_0,y_1,23775,23788,14
x_0,s_1,23789,23789,1
x_0,y_1,23790,23811,22
u_0,g_1,23812,23841,30
u_0,u_1,23842,23842,1
u_0,g_1,23843,23848,6
u_0,u_1,23849,23850,2
a_0,b_1,23851,23865,15
a_0,m_1,23866,23866,1
a_0,b_1,23867,23878,12
o_0,q_1,23879,23889,11
o_0,c_1,23890,23890,1
o_0,q_1,23891,23895,5
o_0,c_1,23896,23896,1
o_0,q_1,23897,23900,4
o_0,c_1,23901,23901,1
o_0,q_1,23902,23902,1
o_0,c_1,23903,23903,1
o_0,q_1,23904,23916,13
a_0,n_1,23917,23933,17
a_0,m_1,23934,23934,1
a_0,n_1,23935,23940,6
a_0,m_1,23941,23941,1
a_0,n_1,23942,23947,6
a_0,m_1,23948,23948,1
a_0,n_1,23949,23950,2
a_0,m_1,23951,23951,1
a_0,n_1,23952,23955,4
b_0,t_1,23956,23958,3
b_0,r_1,23959,23959,1
b_0,t_1,23960,23962,3
b_0,r_1,23963,23963,1
b_0,t_1,23964,23969,6
b_0,r_1,23970,23970,1
b_0,t_1,23971,23983,13
w_0,e_1,23984,23992,9
w_0,b_1,23993,23993,1
w_0,e_1,23994,23997,4
w_0,b_1,23998,23998,1
w_0,e_1,23999,24003,5
t_0,m_1,24004,24009,6
t_0,x_1,24010,24010,1
t_0,m_1,24011,24030,20
t_0,x_1,24031,24031,1
t_0,m_1,24032,24039,8
w_0,d_1,24040,24041,2
w_0,b_1,24042,24042,1
w_0,d_1,24043,24066,24
w_0,b_1,24067,24067,1
w_0,d_1,24068,24074,7
w_0,b_1,24075,24075,1
