,effect,cause
9942,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9943,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9944,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9945,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9946,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9947,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9948,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9949,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9950,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9951,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9952,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9953,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9954,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9955,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9956,PM10_1,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9957,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9958,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9959,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9960,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9961,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9962,PM10_2,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9963,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9964,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9965,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9966,PM10_3,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9967,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9968,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9969,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9970,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9971,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9972,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9973,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9974,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9975,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9976,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9977,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9978,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9979,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9980,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9981,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9982,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9983,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9984,PM10_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9985,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9986,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9987,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9988,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9989,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9990,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9991,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9992,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9993,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9994,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
9995,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9996,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9997,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9998,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
9999,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10000,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10001,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10002,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10003,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10004,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10005,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10006,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10007,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10008,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10009,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0"
10010,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10011,PM10_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10012,PM10_1,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
10013,PM10_1,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10014,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10015,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10016,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10017,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10018,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10019,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10020,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10021,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10022,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10023,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10024,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10025,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10026,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10027,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10028,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10029,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10030,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10031,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10032,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10033,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10034,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10035,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10036,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10037,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10038,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10039,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10040,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10041,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10042,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10043,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10044,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10045,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10046,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10047,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10048,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10049,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10050,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10051,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10052,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10053,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10054,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10055,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10056,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10057,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10058,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10059,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10060,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10061,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10062,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10063,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10064,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10065,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10066,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10067,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10068,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10069,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10070,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10071,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10072,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10073,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10074,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10075,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10076,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10077,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10078,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10079,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10080,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10081,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10082,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10083,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10084,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10085,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10086,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10087,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10088,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10089,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10090,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10091,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10092,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10093,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10094,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10095,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10096,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10097,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10098,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10099,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10100,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10101,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10102,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1"
10103,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1"
10104,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1"
10105,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1"
10106,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1"
10107,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1"
10108,PM10_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10109,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10110,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10111,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10112,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10113,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10114,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10115,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10116,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10117,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10118,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10119,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10120,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10121,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10122,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10123,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10124,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10125,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10126,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10127,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10128,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10129,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10130,PM10_1,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10131,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10132,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10133,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10134,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10135,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10136,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10137,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10138,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10139,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10140,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10141,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10142,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10143,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10144,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10145,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10146,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10147,PM10_2,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10148,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10149,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10150,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10151,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10152,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10153,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10154,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10155,PM10_1,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10156,PM10_1,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10157,PM10_1,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10158,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10159,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10160,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10161,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10162,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10163,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10164,PM10_3,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10165,PM10_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10166,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10167,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10168,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10169,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10170,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10171,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10172,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10173,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10174,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10175,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10176,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10177,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10178,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10179,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10180,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10181,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10182,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10183,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10184,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10185,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10186,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10187,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10188,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10189,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10190,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10191,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10192,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10193,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10194,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10195,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10196,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10197,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10198,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10199,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10200,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10201,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10202,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10203,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10204,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10205,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10206,PM10_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10207,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10208,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10209,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10210,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10211,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10212,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10213,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10214,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10215,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10216,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10217,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10218,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10219,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10220,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10221,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10222,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10223,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10224,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10225,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10226,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10227,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10228,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10229,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10230,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10231,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10232,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10233,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10234,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10235,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10236,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10237,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10238,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10239,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10240,PM10_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10241,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_1, WSPM_2"
10242,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10243,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10244,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2"
10245,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10246,PM10_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10247,PM10_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2"
10248,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10249,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10250,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10251,PM10_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
