,effect,cause
10323,PM2.5_1,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10324,PM2.5_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10325,PM2.5_0,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10326,PM2.5_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10327,PM2.5_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10328,PM2.5_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10329,PM2.5_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10330,PM2.5_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10331,PM2.5_0,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1"
10332,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10333,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10334,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10335,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10336,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10337,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10338,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10339,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10340,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10341,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10342,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10343,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10344,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10345,PM2.5_1,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10346,PM2.5_1,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10347,PM2.5_1,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10348,PM2.5_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10349,PM2.5_2,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10350,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10351,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10352,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10353,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10354,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10355,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10356,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10357,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10358,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10359,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10360,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10361,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10362,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10363,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10364,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10365,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10366,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10367,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10368,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10369,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10370,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10371,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10372,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10373,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10374,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0"
10375,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10376,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10377,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10378,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10379,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10380,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10381,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10382,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10383,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10384,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10385,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10386,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10387,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10388,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10389,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10390,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10391,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10392,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10393,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10394,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10395,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10396,PM2.5_3,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10397,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10398,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10399,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10400,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10401,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10402,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10403,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10404,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10405,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10406,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10407,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10408,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10409,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10410,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10411,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10412,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10413,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10414,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10415,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10416,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10417,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10418,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10419,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10420,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10421,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10422,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10423,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10424,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10425,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10426,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10427,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10428,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10429,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10430,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10431,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10432,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10433,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10434,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10435,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10436,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10437,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10438,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10439,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10440,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10441,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10442,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10443,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10444,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10445,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10446,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10447,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10448,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10449,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10450,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10451,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10452,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10453,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10454,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10455,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10456,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10457,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10458,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10459,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10460,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10461,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10462,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10463,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10464,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10465,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10466,PM2.5_1,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10467,PM2.5_1,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10468,PM2.5_1,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10469,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10470,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10471,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10472,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10473,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10474,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10475,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10476,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10477,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_1, WSPM_1"
10478,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10479,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10480,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10481,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10482,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10483,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10484,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10485,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10486,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10487,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10488,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10489,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10490,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10491,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10492,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10493,PM2.5_1,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_0"
10494,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10495,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10496,PM2.5_3,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1"
10497,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10498,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10499,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10500,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10501,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10502,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10503,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10504,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10505,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10506,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10507,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10508,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10509,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10510,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2"
10511,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10512,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10513,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10514,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10515,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10516,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10517,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0"
10518,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10519,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10520,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10521,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10522,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10523,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10524,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10525,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10526,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10527,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10528,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10529,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2"
10530,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10531,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10532,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10533,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10534,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2"
10535,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10536,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10537,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10538,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10539,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10540,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10541,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10542,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10543,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10544,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10545,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10546,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10547,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2"
10548,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10549,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2"
10550,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10551,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10552,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10553,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10554,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10555,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10556,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10557,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10558,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10559,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10560,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10561,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10562,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10563,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10564,PM2.5_0,"TEMP_1, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10565,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10566,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10567,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10568,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10569,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10570,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10571,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10572,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10573,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10574,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10575,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10576,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10577,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10578,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10579,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10580,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10581,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10582,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10583,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10584,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10585,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10586,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10587,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10588,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10589,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10590,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10591,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10592,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10593,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10594,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10595,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10596,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10597,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10598,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10599,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10600,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10601,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10602,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10603,PM2.5_0,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10604,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10605,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10606,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10607,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10608,PM2.5_1,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10609,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10610,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10611,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0"
10612,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0"
10613,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10614,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10615,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10616,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10617,PM2.5_2,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10618,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
10619,PM2.5_3,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1"
