,cause,effect
5855,o_0,p_1
5856,o_0,p_1
5857,o_0,p_1
5858,o_0,p_1
5859,o_0,p_1
5860,o_0,p_1
5861,o_0,p_1
5862,o_0,p_1
5863,o_0,p_1
5864,o_0,p_1
5865,o_0,c_1
5866,m_0,y_1
5867,m_0,y_1
5868,m_0,y_1
5869,m_0,y_1
5870,m_0,y_1
5871,m_0,y_1
5872,m_0,v_1
5873,m_0,y_1
5874,m_0,y_1
5875,m_0,y_1
5876,m_0,y_1
5877,m_0,y_1
5878,m_0,y_1
5879,m_0,y_1
5880,m_0,y_1
5881,m_0,y_1
5882,m_0,y_1
5883,m_0,y_1
5884,m_0,y_1
5885,m_0,y_1
5886,m_0,y_1
5887,m_0,y_1
5888,m_0,y_1
5889,m_0,v_1
5890,m_0,y_1
5891,o_0,d_1
5892,o_0,d_1
5893,o_0,d_1
5894,o_0,d_1
5895,o_0,d_1
5896,o_0,d_1
5897,o_0,d_1
5898,o_0,d_1
5899,o_0,d_1
5900,o_0,d_1
5901,o_0,d_1
5902,o_0,d_1
5903,o_0,c_1
5904,o_0,d_1
5905,o_0,d_1
5906,o_0,d_1
5907,o_0,d_1
5908,o_0,d_1
5909,o_0,d_1
5910,o_0,d_1
5911,o_0,d_1
5912,o_0,d_1
5913,o_0,d_1
5914,o_0,d_1
5915,x_0,z_1
5916,x_0,z_1
5917,x_0,z_1
5918,x_0,z_1
5919,x_0,z_1
5920,x_0,z_1
5921,x_0,z_1
5922,x_0,z_1
5923,x_0,z_1
5924,x_0,s_1
5925,x_0,z_1
5926,x_0,z_1
5927,x_0,z_1
5928,x_0,z_1
5929,x_0,z_1
5930,x_0,z_1
5931,x_0,z_1
5932,x_0,z_1
5933,x_0,z_1
5934,x_0,z_1
5935,s_0,u_1
5936,s_0,u_1
5937,s_0,z_1
5938,s_0,z_1
5939,s_0,u_1
5940,s_0,u_1
5941,s_0,u_1
5942,s_0,u_1
5943,s_0,u_1
5944,s_0,u_1
5945,s_0,u_1
5946,s_0,u_1
5947,s_0,u_1
5948,s_0,z_1
5949,s_0,u_1
5950,s_0,u_1
5951,s_0,u_1
5952,s_0,u_1
5953,s_0,u_1
5954,s_0,u_1
5955,s_0,u_1
5956,s_0,u_1
5957,s_0,u_1
5958,s_0,u_1
5959,s_0,u_1
5960,s_0,u_1
5961,l_0,s_1
5962,l_0,s_1
5963,l_0,s_1
5964,l_0,s_1
5965,l_0,s_1
5966,l_0,s_1
5967,l_0,s_1
5968,l_0,s_1
5969,l_0,s_1
5970,l_0,s_1
5971,l_0,s_1
5972,l_0,s_1
5973,l_0,s_1
5974,l_0,s_1
5975,l_0,s_1
5976,l_0,o_1
5977,l_0,s_1
5978,l_0,s_1
5979,l_0,s_1
5980,l_0,s_1
5981,l_0,s_1
5982,l_0,s_1
5983,l_0,s_1
5984,l_0,s_1
5985,r_0,s_1
5986,r_0,s_1
5987,r_0,s_1
5988,r_0,s_1
5989,r_0,s_1
5990,r_0,s_1
5991,r_0,s_1
5992,r_0,s_1
5993,r_0,s_1
5994,r_0,s_1
5995,r_0,s_1
5996,r_0,s_1
5997,r_0,t_1
5998,r_0,s_1
5999,r_0,s_1
6000,r_0,s_1
6001,r_0,s_1
6002,r_0,s_1
6003,r_0,s_1
6004,r_0,s_1
6005,r_0,s_1
6006,r_0,s_1
6007,r_0,t_1
6008,r_0,s_1
6009,r_0,s_1
6010,r_0,s_1
6011,r_0,s_1
6012,r_0,s_1
6013,r_0,s_1
6014,r_0,s_1
6015,r_0,s_1
6016,r_0,s_1
6017,r_0,s_1
6018,r_0,s_1
6019,r_0,s_1
6020,r_0,s_1
6021,r_0,s_1
6022,r_0,s_1
6023,a_0,h_1
6024,a_0,h_1
6025,a_0,h_1
6026,a_0,h_1
6027,a_0,h_1
6028,a_0,h_1
6029,a_0,h_1
6030,a_0,h_1
6031,a_0,h_1
6032,a_0,m_1
6033,a_0,h_1
6034,a_0,h_1
6035,a_0,h_1
6036,a_0,h_1
6037,a_0,m_1
6038,a_0,h_1
6039,a_0,h_1
6040,a_0,h_1
6041,a_0,h_1
6042,a_0,h_1
6043,a_0,h_1
6044,a_0,m_1
6045,a_0,h_1
6046,a_0,h_1
6047,h_0,l_1
6048,h_0,l_1
6049,h_0,l_1
6050,h_0,l_1
6051,h_0,l_1
6052,h_0,l_1
6053,h_0,l_1
6054,h_0,f_1
6055,h_0,l_1
6056,h_0,l_1
6057,h_0,l_1
6058,h_0,l_1
6059,h_0,l_1
6060,h_0,l_1
6061,h_0,f_1
6062,h_0,f_1
6063,h_0,l_1
6064,h_0,l_1
6065,h_0,l_1
6066,h_0,l_1
6067,h_0,l_1
6068,h_0,l_1
6069,h_0,l_1
6070,m_0,u_1
6071,m_0,u_1
6072,m_0,u_1
6073,m_0,u_1
6074,m_0,u_1
6075,m_0,u_1
6076,m_0,u_1
6077,m_0,u_1
6078,m_0,v_1
6079,m_0,v_1
6080,m_0,u_1
6081,m_0,u_1
6082,m_0,u_1
6083,m_0,u_1
6084,m_0,u_1
6085,m_0,u_1
6086,m_0,u_1
6087,m_0,u_1
6088,m_0,u_1
6089,m_0,u_1
6090,m_0,u_1
6091,m_0,u_1
6092,m_0,u_1
6093,m_0,u_1
6094,m_0,u_1
6095,m_0,u_1
6096,m_0,u_1
6097,m_0,u_1
6098,m_0,u_1
6099,m_0,u_1
6100,m_0,u_1
6101,m_0,u_1
6102,m_0,u_1
6103,m_0,u_1
6104,m_0,u_1
6105,m_0,u_1
6106,m_0,u_1
6107,m_0,u_1
6108,m_0,u_1
6109,m_0,u_1
6110,l_0,f_1
6111,l_0,f_1
6112,l_0,f_1
6113,l_0,f_1
6114,l_0,o_1
6115,l_0,o_1
6116,l_0,o_1
6117,l_0,f_1
6118,l_0,f_1
6119,l_0,f_1
6120,l_0,f_1
6121,l_0,o_1
6122,l_0,f_1
6123,l_0,f_1
6124,l_0,f_1
6125,l_0,f_1
6126,l_0,f_1
6127,l_0,f_1
6128,l_0,f_1
6129,l_0,f_1
6130,l_0,f_1
6131,l_0,f_1
6132,l_0,f_1
6133,l_0,f_1
6134,l_0,f_1
6135,l_0,f_1
6136,l_0,f_1
6137,l_0,f_1
6138,l_0,f_1
6139,l_0,f_1
6140,l_0,f_1
6141,l_0,f_1
6142,l_0,f_1
6143,l_0,f_1
6144,l_0,f_1
6145,l_0,f_1
6146,l_0,f_1
6147,l_0,f_1
6148,l_0,f_1
6149,g_0,k_1
6150,g_0,k_1
6151,g_0,k_1
6152,g_0,j_1
6153,g_0,k_1
6154,g_0,k_1
6155,g_0,k_1
6156,g_0,k_1
6157,g_0,k_1
6158,g_0,k_1
6159,g_0,k_1
6160,g_0,k_1
6161,g_0,k_1
6162,g_0,k_1
6163,g_0,k_1
6164,g_0,k_1
6165,g_0,k_1
6166,g_0,k_1
6167,g_0,k_1
6168,g_0,k_1
6169,g_0,k_1
6170,g_0,k_1
6171,g_0,k_1
6172,g_0,k_1
6173,g_0,k_1
6174,g_0,k_1
6175,g_0,k_1
6176,g_0,k_1
6177,g_0,k_1
6178,g_0,k_1
6179,g_0,k_1
6180,g_0,k_1
6181,g_0,k_1
6182,i_0,z_1
6183,i_0,z_1
6184,i_0,z_1
6185,i_0,z_1
6186,i_0,z_1
6187,i_0,z_1
6188,i_0,z_1
6189,i_0,z_1
6190,i_0,z_1
6191,i_0,z_1
6192,i_0,d_1
6193,i_0,z_1
6194,i_0,z_1
6195,i_0,z_1
6196,i_0,z_1
6197,i_0,z_1
6198,i_0,z_1
6199,i_0,z_1
6200,i_0,z_1
6201,i_0,d_1
6202,i_0,d_1
6203,i_0,z_1
6204,i_0,z_1
6205,i_0,z_1
6206,i_0,z_1
6207,i_0,z_1
6208,i_0,z_1
6209,i_0,z_1
6210,i_0,z_1
6211,i_0,z_1
6212,i_0,z_1
6213,i_0,z_1
6214,i_0,z_1
6215,i_0,z_1
6216,i_0,z_1
6217,i_0,z_1
6218,i_0,z_1
6219,i_0,z_1
6220,q_0,l_1
6221,q_0,l_1
6222,q_0,l_1
6223,q_0,l_1
6224,q_0,l_1
6225,q_0,l_1
6226,q_0,l_1
6227,q_0,l_1
6228,q_0,l_1
6229,q_0,l_1
6230,q_0,l_1
6231,q_0,l_1
6232,q_0,l_1
6233,q_0,l_1
6234,q_0,l_1
6235,q_0,l_1
6236,q_0,l_1
6237,q_0,l_1
6238,q_0,l_1
6239,q_0,l_1
6240,q_0,l_1
6241,q_0,l_1
6242,q_0,l_1
6243,g_0,b_1
6244,g_0,b_1
6245,g_0,b_1
6246,g_0,b_1
6247,g_0,b_1
6248,g_0,b_1
6249,g_0,b_1
6250,g_0,b_1
6251,g_0,b_1
6252,g_0,b_1
6253,g_0,j_1
6254,g_0,b_1
6255,g_0,b_1
6256,g_0,b_1
6257,g_0,b_1
6258,g_0,b_1
6259,g_0,b_1
6260,g_0,b_1
6261,g_0,b_1
6262,g_0,b_1
6263,g_0,b_1
6264,g_0,b_1
6265,i_0,k_1
6266,i_0,k_1
6267,i_0,d_1
6268,i_0,k_1
6269,i_0,k_1
6270,i_0,k_1
6271,i_0,k_1
6272,i_0,k_1
6273,i_0,k_1
6274,i_0,d_1
6275,i_0,k_1
6276,i_0,k_1
6277,i_0,k_1
6278,i_0,k_1
6279,i_0,k_1
6280,i_0,k_1
6281,i_0,k_1
6282,i_0,k_1
6283,i_0,k_1
6284,i_0,k_1
6285,i_0,k_1
6286,i_0,k_1
6287,i_0,k_1
6288,i_0,k_1
6289,i_0,k_1
6290,i_0,k_1
6291,i_0,k_1
6292,i_0,k_1
6293,i_0,d_1
6294,i_0,k_1
6295,i_0,k_1
6296,i_0,k_1
6297,i_0,k_1
6298,i_0,d_1
6299,i_0,k_1
6300,v_0,s_1
6301,v_0,s_1
6302,v_0,s_1
6303,v_0,s_1
6304,v_0,s_1
6305,v_0,s_1
6306,v_0,s_1
6307,v_0,s_1
6308,v_0,s_1
6309,v_0,s_1
6310,v_0,s_1
6311,v_0,s_1
6312,v_0,s_1
6313,v_0,s_1
6314,v_0,s_1
6315,v_0,s_1
6316,v_0,s_1
6317,v_0,s_1
6318,v_0,s_1
6319,v_0,e_1
6320,v_0,s_1
6321,v_0,s_1
6322,v_0,s_1
6323,v_0,s_1
6324,v_0,s_1
6325,v_0,s_1
6326,u_0,f_1
6327,u_0,f_1
6328,u_0,f_1
6329,u_0,f_1
6330,u_0,f_1
6331,u_0,f_1
6332,u_0,f_1
6333,u_0,f_1
6334,u_0,f_1
6335,u_0,f_1
6336,u_0,f_1
6337,u_0,f_1
6338,u_0,f_1
6339,u_0,u_1
6340,u_0,f_1
6341,u_0,f_1
6342,u_0,u_1
6343,u_0,f_1
6344,u_0,u_1
6345,u_0,f_1
6346,u_0,f_1
6347,u_0,f_1
6348,u_0,f_1
6349,u_0,f_1
6350,c_0,d_1
6351,c_0,a_1
6352,c_0,d_1
6353,c_0,d_1
6354,c_0,d_1
6355,c_0,d_1
6356,c_0,d_1
6357,c_0,d_1
6358,c_0,a_1
6359,c_0,d_1
6360,c_0,d_1
6361,c_0,d_1
6362,c_0,d_1
6363,c_0,d_1
6364,c_0,d_1
6365,c_0,d_1
6366,c_0,d_1
6367,c_0,a_1
6368,c_0,d_1
6369,c_0,d_1
6370,c_0,d_1
6371,c_0,d_1
6372,c_0,d_1
6373,c_0,d_1
6374,c_0,d_1
6375,c_0,d_1
6376,c_0,d_1
6377,c_0,d_1
6378,c_0,d_1
6379,z_0,s_1
6380,z_0,s_1
6381,z_0,s_1
6382,z_0,s_1
6383,z_0,s_1
6384,z_0,s_1
6385,z_0,s_1
6386,z_0,s_1
6387,z_0,s_1
6388,z_0,s_1
6389,z_0,s_1
6390,z_0,s_1
6391,z_0,s_1
6392,z_0,y_1
6393,z_0,s_1
6394,z_0,s_1
6395,z_0,y_1
6396,z_0,s_1
6397,z_0,s_1
6398,z_0,s_1
6399,z_0,s_1
6400,z_0,s_1
6401,z_0,s_1
6402,z_0,s_1
6403,z_0,s_1
6404,z_0,s_1
6405,z_0,s_1
6406,z_0,y_1
6407,z_0,s_1
6408,z_0,s_1
6409,z_0,s_1
6410,z_0,s_1
6411,z_0,s_1
6412,z_0,s_1
6413,z_0,y_1
6414,z_0,s_1
6415,z_0,s_1
6416,z_0,s_1
6417,z_0,s_1
6418,b_0,i_1
6419,b_0,i_1
6420,b_0,i_1
6421,b_0,i_1
6422,b_0,i_1
6423,b_0,i_1
6424,b_0,i_1
6425,b_0,i_1
6426,b_0,i_1
6427,b_0,i_1
6428,b_0,i_1
6429,b_0,i_1
6430,b_0,i_1
6431,b_0,i_1
6432,b_0,i_1
6433,b_0,i_1
6434,b_0,r_1
6435,b_0,i_1
6436,b_0,i_1
6437,b_0,i_1
6438,b_0,i_1
6439,b_0,i_1
6440,b_0,i_1
6441,b_0,i_1
6442,b_0,i_1
6443,s_0,j_1
6444,s_0,j_1
6445,s_0,j_1
6446,s_0,j_1
6447,s_0,j_1
6448,s_0,j_1
6449,s_0,j_1
6450,s_0,j_1
6451,s_0,j_1
6452,s_0,j_1
6453,s_0,j_1
6454,s_0,j_1
6455,s_0,j_1
6456,s_0,j_1
6457,s_0,j_1
6458,s_0,j_1
6459,s_0,j_1
6460,s_0,j_1
6461,s_0,z_1
6462,s_0,j_1
6463,s_0,j_1
6464,s_0,j_1
6465,s_0,j_1
6466,s_0,j_1
6467,s_0,j_1
6468,s_0,j_1
6469,s_0,j_1
6470,s_0,j_1
6471,s_0,j_1
6472,s_0,j_1
6473,s_0,j_1
6474,s_0,j_1
6475,s_0,j_1
6476,s_0,j_1
6477,s_0,j_1
6478,s_0,j_1
6479,a_0,m_1
6480,a_0,b_1
6481,a_0,b_1
6482,a_0,b_1
6483,a_0,b_1
6484,a_0,m_1
6485,a_0,b_1
6486,a_0,b_1
6487,a_0,b_1
6488,a_0,b_1
6489,a_0,b_1
6490,a_0,b_1
6491,a_0,b_1
6492,a_0,b_1
6493,a_0,b_1
6494,a_0,b_1
6495,a_0,b_1
6496,a_0,b_1
6497,a_0,b_1
6498,a_0,b_1
6499,a_0,b_1
6500,a_0,b_1
6501,a_0,b_1
6502,o_0,q_1
6503,o_0,q_1
6504,o_0,q_1
6505,o_0,q_1
6506,o_0,q_1
6507,o_0,q_1
6508,o_0,q_1
6509,o_0,q_1
6510,o_0,q_1
6511,o_0,q_1
6512,o_0,q_1
6513,o_0,q_1
6514,o_0,q_1
6515,o_0,q_1
6516,o_0,c_1
6517,o_0,q_1
6518,o_0,q_1
6519,o_0,q_1
6520,o_0,q_1
6521,o_0,q_1
6522,o_0,q_1
6523,o_0,c_1
6524,o_0,q_1
6525,o_0,q_1
6526,o_0,q_1
6527,o_0,q_1
6528,o_0,q_1
6529,o_0,c_1
6530,o_0,q_1
6531,o_0,q_1
6532,o_0,q_1
6533,o_0,q_1
6534,o_0,q_1
6535,o_0,q_1
6536,o_0,q_1
6537,z_0,t_1
6538,z_0,t_1
6539,z_0,t_1
6540,z_0,t_1
6541,z_0,t_1
6542,z_0,t_1
6543,z_0,t_1
6544,z_0,t_1
6545,z_0,t_1
6546,z_0,t_1
6547,z_0,y_1
6548,z_0,t_1
6549,z_0,t_1
6550,z_0,t_1
6551,z_0,t_1
6552,z_0,t_1
6553,z_0,t_1
6554,z_0,t_1
6555,z_0,t_1
6556,z_0,t_1
6557,z_0,t_1
6558,z_0,t_1
6559,z_0,t_1
6560,z_0,t_1
6561,z_0,t_1
6562,w_0,f_1
6563,w_0,f_1
6564,w_0,f_1
6565,w_0,f_1
6566,w_0,f_1
6567,w_0,f_1
6568,w_0,f_1
6569,w_0,f_1
6570,w_0,f_1
6571,w_0,f_1
6572,w_0,f_1
6573,w_0,f_1
6574,w_0,f_1
6575,w_0,f_1
6576,w_0,f_1
6577,w_0,f_1
6578,w_0,f_1
6579,w_0,f_1
6580,w_0,b_1
6581,w_0,f_1
6582,w_0,f_1
6583,w_0,b_1
6584,w_0,f_1
6585,w_0,f_1
6586,w_0,f_1
6587,w_0,f_1
6588,w_0,f_1
6589,w_0,f_1
6590,w_0,f_1
6591,w_0,f_1
6592,w_0,f_1
6593,w_0,b_1
6594,w_0,f_1
6595,w_0,f_1
6596,w_0,f_1
6597,w_0,f_1
6598,w_0,f_1
6599,w_0,f_1
6600,w_0,b_1
6601,w_0,f_1
6602,a_0,o_1
6603,a_0,o_1
6604,a_0,o_1
6605,a_0,o_1
6606,a_0,o_1
6607,a_0,o_1
6608,a_0,o_1
6609,a_0,o_1
6610,a_0,o_1
6611,a_0,o_1
6612,a_0,m_1
6613,a_0,o_1
6614,a_0,o_1
6615,a_0,o_1
6616,a_0,o_1
6617,a_0,o_1
6618,a_0,o_1
6619,a_0,o_1
6620,a_0,o_1
6621,a_0,m_1
6622,a_0,o_1
6623,a_0,o_1
6624,a_0,o_1
6625,a_0,o_1
6626,o_0,p_1
6627,o_0,p_1
6628,o_0,p_1
6629,o_0,p_1
6630,o_0,p_1
6631,o_0,p_1
6632,o_0,c_1
6633,o_0,p_1
6634,o_0,p_1
6635,o_0,p_1
6636,o_0,p_1
6637,o_0,p_1
6638,o_0,p_1
6639,o_0,p_1
6640,o_0,p_1
6641,o_0,p_1
6642,o_0,p_1
6643,o_0,p_1
6644,o_0,p_1
6645,o_0,p_1
6646,o_0,p_1
6647,o_0,p_1
6648,o_0,c_1
6649,o_0,p_1
6650,o_0,p_1
6651,o_0,p_1
6652,o_0,p_1
6653,o_0,p_1
6654,o_0,p_1
6655,o_0,p_1
6656,o_0,p_1
6657,o_0,p_1
6658,o_0,p_1
6659,o_0,p_1
6660,o_0,p_1
6661,o_0,p_1
6662,o_0,p_1
6663,o_0,p_1
6664,c_0,x_1
6665,c_0,x_1
6666,c_0,x_1
6667,c_0,a_1
6668,c_0,x_1
6669,c_0,x_1
6670,c_0,x_1
6671,c_0,x_1
6672,c_0,x_1
6673,c_0,x_1
6674,c_0,x_1
6675,c_0,x_1
6676,c_0,a_1
6677,c_0,x_1
6678,c_0,x_1
6679,c_0,x_1
6680,c_0,x_1
6681,c_0,x_1
6682,c_0,x_1
6683,c_0,x_1
6684,c_0,x_1
6685,c_0,x_1
6686,c_0,a_1
6687,c_0,x_1
6688,c_0,x_1
6689,c_0,x_1
6690,r_0,u_1
6691,r_0,u_1
6692,r_0,u_1
6693,r_0,u_1
6694,r_0,u_1
6695,r_0,u_1
6696,r_0,u_1
6697,r_0,u_1
6698,r_0,t_1
6699,r_0,u_1
6700,r_0,u_1
6701,r_0,u_1
6702,r_0,u_1
6703,r_0,u_1
6704,r_0,u_1
6705,r_0,u_1
6706,r_0,u_1
6707,r_0,u_1
6708,r_0,u_1
6709,r_0,u_1
6710,r_0,u_1
6711,r_0,u_1
6712,r_0,u_1
6713,r_0,u_1
6714,r_0,u_1
6715,r_0,u_1
6716,r_0,u_1
6717,r_0,u_1
6718,r_0,t_1
6719,r_0,u_1
6720,r_0,u_1
6721,r_0,u_1
6722,r_0,u_1
6723,r_0,u_1
6724,r_0,u_1
6725,r_0,u_1
6726,r_0,u_1
6727,r_0,u_1
6728,r_0,u_1
6729,r_0,u_1
6730,x_0,d_1
6731,x_0,d_1
6732,x_0,d_1
6733,x_0,d_1
6734,x_0,d_1
6735,x_0,d_1
6736,x_0,d_1
6737,x_0,d_1
6738,x_0,d_1
6739,x_0,d_1
6740,x_0,d_1
6741,x_0,d_1
6742,x_0,d_1
6743,x_0,d_1
6744,x_0,d_1
6745,x_0,d_1
6746,x_0,d_1
6747,x_0,d_1
6748,x_0,d_1
6749,x_0,d_1
6750,x_0,d_1
6751,x_0,d_1
6752,x_0,d_1
6753,x_0,s_1
6754,t_0,j_1
6755,t_0,j_1
6756,t_0,j_1
6757,t_0,j_1
6758,t_0,j_1
6759,t_0,j_1
6760,t_0,j_1
6761,t_0,j_1
6762,t_0,x_1
6763,t_0,j_1
6764,t_0,j_1
6765,t_0,j_1
6766,t_0,j_1
6767,t_0,j_1
6768,t_0,j_1
6769,t_0,j_1
6770,t_0,j_1
6771,t_0,j_1
6772,t_0,j_1
6773,t_0,j_1
6774,t_0,j_1
6775,t_0,j_1
6776,t_0,j_1
6777,t_0,j_1
6778,t_0,j_1
6779,t_0,j_1
6780,t_0,j_1
6781,b_0,a_1
6782,b_0,a_1
6783,b_0,a_1
6784,b_0,r_1
6785,b_0,a_1
6786,b_0,a_1
6787,b_0,a_1
6788,b_0,a_1
6789,b_0,a_1
6790,b_0,a_1
6791,b_0,a_1
6792,b_0,a_1
6793,b_0,a_1
6794,b_0,a_1
6795,b_0,a_1
6796,b_0,a_1
6797,b_0,a_1
6798,b_0,a_1
6799,b_0,a_1
6800,b_0,a_1
6801,b_0,a_1
6802,b_0,a_1
6803,x_0,w_1
6804,x_0,w_1
6805,x_0,w_1
6806,x_0,w_1
6807,x_0,s_1
6808,x_0,w_1
6809,x_0,w_1
6810,x_0,w_1
6811,x_0,w_1
6812,x_0,w_1
6813,x_0,w_1
6814,x_0,w_1
6815,x_0,w_1
6816,x_0,w_1
6817,x_0,w_1
6818,x_0,s_1
6819,x_0,w_1
6820,x_0,w_1
6821,x_0,w_1
6822,x_0,w_1
6823,x_0,w_1
6824,x_0,w_1
6825,q_0,b_1
6826,q_0,b_1
6827,q_0,b_1
6828,q_0,b_1
6829,q_0,b_1
6830,q_0,b_1
6831,q_0,b_1
6832,q_0,b_1
6833,q_0,b_1
6834,q_0,b_1
6835,q_0,b_1
6836,q_0,b_1
6837,q_0,b_1
6838,q_0,b_1
6839,q_0,b_1
6840,q_0,b_1
6841,q_0,b_1
6842,q_0,b_1
6843,q_0,b_1
6844,q_0,b_1
6845,q_0,b_1
6846,q_0,b_1
6847,q_0,l_1
6848,q_0,b_1
6849,q_0,b_1
6850,q_0,b_1
6851,q_0,b_1
6852,q_0,b_1
6853,q_0,b_1
6854,q_0,b_1
6855,q_0,b_1
6856,q_0,b_1
6857,q_0,b_1
6858,q_0,b_1
6859,q_0,b_1
6860,q_0,b_1
6861,q_0,b_1
6862,q_0,b_1
6863,q_0,b_1
6864,c_0,z_1
6865,c_0,z_1
6866,c_0,z_1
6867,c_0,z_1
6868,c_0,z_1
6869,c_0,z_1
6870,c_0,z_1
6871,c_0,z_1
6872,c_0,z_1
6873,c_0,z_1
6874,c_0,z_1
6875,c_0,z_1
6876,c_0,a_1
6877,c_0,z_1
6878,c_0,z_1
6879,c_0,z_1
6880,c_0,z_1
6881,c_0,z_1
6882,c_0,z_1
6883,c_0,z_1
6884,c_0,z_1
6885,c_0,a_1
6886,c_0,z_1
6887,c_0,z_1
6888,c_0,z_1
6889,c_0,z_1
6890,c_0,z_1
6891,c_0,z_1
6892,o_0,c_1
6893,o_0,c_1
6894,o_0,c_1
6895,o_0,c_1
6896,o_0,c_1
6897,o_0,c_1
6898,o_0,c_1
6899,o_0,c_1
6900,o_0,c_1
6901,o_0,c_1
6902,o_0,c_1
6903,o_0,c_1
6904,o_0,c_1
6905,o_0,c_1
6906,o_0,c_1
6907,o_0,c_1
6908,o_0,c_1
6909,o_0,c_1
6910,o_0,c_1
6911,o_0,c_1
6912,o_0,c_1
6913,o_0,c_1
6914,o_0,c_1
6915,o_0,c_1
6916,o_0,c_1
6917,o_0,c_1
6918,o_0,c_1
6919,o_0,c_1
6920,o_0,c_1
6921,o_0,c_1
6922,o_0,c_1
6923,o_0,c_1
6924,j_0,j_1
6925,j_0,j_1
6926,j_0,j_1
6927,j_0,j_1
6928,j_0,j_1
6929,j_0,j_1
6930,j_0,g_1
6931,j_0,j_1
6932,j_0,j_1
6933,j_0,j_1
6934,j_0,j_1
6935,j_0,j_1
6936,j_0,j_1
6937,j_0,j_1
6938,j_0,j_1
6939,j_0,j_1
6940,j_0,j_1
6941,j_0,j_1
6942,j_0,j_1
6943,j_0,g_1
6944,j_0,j_1
6945,j_0,j_1
6946,j_0,j_1
6947,c_0,o_1
6948,c_0,o_1
6949,c_0,o_1
6950,c_0,o_1
6951,c_0,o_1
6952,c_0,o_1
6953,c_0,o_1
6954,c_0,o_1
6955,c_0,o_1
6956,c_0,o_1
6957,c_0,o_1
6958,c_0,o_1
6959,c_0,o_1
6960,c_0,o_1
6961,c_0,o_1
6962,c_0,o_1
6963,c_0,a_1
6964,c_0,o_1
6965,c_0,o_1
6966,c_0,o_1
6967,c_0,o_1
6968,c_0,a_1
6969,c_0,o_1
6970,c_0,o_1
6971,c_0,o_1
6972,c_0,o_1
6973,c_0,a_1
6974,c_0,o_1
6975,c_0,o_1
6976,c_0,o_1
6977,c_0,o_1
6978,f_0,x_1
6979,f_0,x_1
6980,f_0,x_1
6981,f_0,h_1
6982,f_0,x_1
6983,f_0,x_1
6984,f_0,x_1
6985,f_0,x_1
6986,f_0,x_1
6987,f_0,x_1
6988,f_0,x_1
6989,f_0,x_1
6990,f_0,x_1
6991,f_0,x_1
6992,f_0,x_1
6993,f_0,x_1
6994,f_0,x_1
6995,f_0,x_1
6996,f_0,x_1
6997,f_0,x_1
6998,f_0,x_1
6999,f_0,x_1
7000,f_0,x_1
7001,f_0,x_1
7002,f_0,x_1
7003,f_0,x_1
7004,f_0,x_1
7005,f_0,x_1
7006,f_0,x_1
7007,j_0,z_1
7008,j_0,z_1
7009,j_0,z_1
7010,j_0,z_1
7011,j_0,z_1
7012,j_0,z_1
7013,j_0,z_1
7014,j_0,z_1
7015,j_0,z_1
7016,j_0,z_1
7017,j_0,z_1
7018,j_0,g_1
7019,j_0,z_1
7020,j_0,z_1
7021,j_0,z_1
7022,j_0,z_1
7023,j_0,z_1
7024,j_0,z_1
7025,j_0,z_1
7026,j_0,z_1
7027,j_0,z_1
7028,j_0,z_1
7029,j_0,z_1
7030,j_0,z_1
7031,j_0,z_1
7032,o_0,w_1
7033,o_0,w_1
7034,o_0,w_1
7035,o_0,w_1
7036,o_0,w_1
7037,o_0,w_1
7038,o_0,w_1
7039,o_0,w_1
7040,o_0,c_1
7041,o_0,w_1
7042,o_0,w_1
7043,o_0,w_1
7044,o_0,c_1
7045,o_0,w_1
7046,o_0,w_1
7047,o_0,w_1
7048,o_0,w_1
7049,o_0,w_1
7050,o_0,w_1
7051,o_0,w_1
7052,o_0,w_1
7053,o_0,w_1
7054,o_0,w_1
7055,o_0,w_1
7056,o_0,w_1
7057,o_0,w_1
7058,o_0,c_1
7059,h_0,b_1
7060,h_0,b_1
7061,h_0,b_1
7062,h_0,b_1
7063,h_0,b_1
7064,h_0,b_1
7065,h_0,b_1
7066,h_0,f_1
7067,h_0,b_1
7068,h_0,b_1
7069,h_0,b_1
7070,h_0,b_1
7071,h_0,f_1
7072,h_0,b_1
7073,h_0,b_1
7074,h_0,b_1
7075,h_0,b_1
7076,h_0,b_1
7077,h_0,b_1
7078,h_0,b_1
7079,h_0,b_1
7080,h_0,b_1
7081,h_0,b_1
7082,h_0,b_1
7083,h_0,b_1
7084,h_0,b_1
7085,h_0,b_1
7086,h_0,b_1
7087,h_0,b_1
7088,h_0,b_1
7089,s_0,x_1
7090,s_0,x_1
7091,s_0,x_1
7092,s_0,x_1
7093,s_0,x_1
7094,s_0,x_1
7095,s_0,x_1
7096,s_0,x_1
7097,s_0,x_1
7098,s_0,x_1
7099,s_0,x_1
7100,s_0,x_1
7101,s_0,x_1
7102,s_0,x_1
7103,s_0,x_1
7104,s_0,x_1
7105,s_0,x_1
7106,s_0,x_1
7107,s_0,x_1
7108,s_0,x_1
7109,s_0,x_1
7110,s_0,x_1
7111,s_0,x_1
7112,s_0,x_1
7113,s_0,x_1
7114,s_0,x_1
7115,s_0,x_1
7116,s_0,z_1
7117,s_0,z_1
7118,s_0,x_1
7119,s_0,x_1
7120,s_0,x_1
7121,s_0,x_1
7122,s_0,x_1
7123,s_0,x_1
7124,s_0,x_1
7125,s_0,x_1
7126,s_0,x_1
